0,1,2
-0.909,0.034,-0.16599999999999998
-0.8949999999999998,-0.006,-0.16699999999999998
-0.879,-0.034,-0.206
-0.883,0.037,-0.185
-0.93,-0.021,-0.192
-0.897,-0.031,-0.191
-0.902,0.017,-0.217
-0.873,-0.057,-0.181
-0.8630000000000002,0.006,-0.199
-0.877,-0.003,-0.225
-0.911,0.024,-0.16399999999999995
-0.917,0.007000000000000001,-0.184
-0.906,0.037,-0.214
-0.857,-0.013,-0.175
-0.874,-0.008999999999999998,-0.223
-0.8539999999999999,0.004,-0.151
-0.869,0.006,-0.174
-0.866,0.033,-0.2
-0.909,0.034,-0.206
-0.879,0.0,-0.192
-0.858,-0.011,-0.147
-0.9,-0.018,-0.173
-0.8720000000000001,0.002,-0.221
-0.885,-0.017,-0.201
-0.8949999999999998,0.047,-0.205
-0.861,0.051,-0.202
-0.904,0.008999999999999998,-0.223
-0.893,-0.022,-0.208
-0.887,-0.005,-0.178
-0.919,0.037,-0.192
-0.905,-0.028000000000000004,-0.204
-0.8800000000000001,0.011,-0.202
-0.902,-0.001,-0.195
-0.8720000000000001,-0.004,-0.195
-0.902,-0.067,-0.201
-0.8560000000000002,-0.014000000000000002,-0.188
-0.897,0.016,-0.196
-0.926,-0.013,-0.161
-0.897,-0.035,-0.196
-0.865,0.027000000000000003,-0.213
-0.867,-0.023,-0.205
-0.878,0.006,-0.197
-0.865,0.01,-0.181
-0.887,-0.004,-0.16399999999999995
-0.884,-0.014000000000000002,-0.181
-0.875,-0.016,-0.211
-0.887,-0.02,-0.203
-0.8949999999999998,-0.005,-0.202
-0.879,-0.031,-0.16299999999999995
-0.919,0.007000000000000001,-0.18
-0.901,-0.002,-0.198
-0.892,0.023,-0.193
-0.877,-0.012,-0.179
-0.868,0.019,-0.204
-0.8939999999999998,0.036,-0.211
-0.8939999999999998,-0.013,-0.227
-0.857,0.004,-0.182
-0.873,0.041,-0.201
-0.882,0.0,-0.211
-0.8720000000000001,0.008999999999999998,-0.196
-0.901,-0.01,-0.19
-0.8560000000000002,-0.003,-0.18
-0.874,0.008,-0.218
-0.8720000000000001,0.024,-0.215
-0.878,0.016,-0.173
-0.861,0.032,-0.194
-0.869,0.01,-0.187
-0.913,-0.028000000000000004,-0.194
-0.8960000000000001,0.004,-0.183
-0.873,0.004,-0.185
-0.876,0.019,-0.18
-0.858,-0.026,-0.176
-0.885,0.008999999999999998,-0.192
