0,1,2
0.775,-0.044,-0.43
0.815,-0.027000000000000003,-0.43099999999999994
0.808,0.002,-0.408
0.8099999999999998,-0.034,-0.429
0.783,-0.025,-0.402
0.8279999999999998,0.014000000000000002,-0.414
0.733,-0.039,-0.372
0.776,-0.041,-0.413
0.8019999999999998,-0.018,-0.442
0.813,-0.007000000000000001,-0.43
0.8099999999999998,-0.011,-0.401
0.78,-0.019,-0.443
0.813,-0.04,-0.44000000000000006
0.795,-0.017,-0.438
0.737,-0.008,-0.43099999999999994
0.792,-0.048,-0.43099999999999994
0.783,-0.013,-0.429
0.7969999999999998,-0.001,-0.415
0.8,0.017,-0.396
0.8249999999999998,0.029,-0.424
0.7849999999999998,0.013,-0.428
0.814,0.03,-0.423
0.763,0.004,-0.399
0.8189999999999998,-0.024,-0.415
0.8039999999999998,-0.058,-0.412
0.798,0.026,-0.422
0.779,0.024,-0.435
0.8,-0.035,-0.391
0.831,-0.057,-0.421
0.763,-0.034,-0.458
0.756,-0.023,-0.401
0.807,-0.054000000000000006,-0.408
0.8,-0.007000000000000001,-0.421
0.775,-0.054000000000000006,-0.455
0.823,-0.025,-0.438
0.8029999999999998,-0.037,-0.411
0.831,0.013,-0.409
0.798,-0.019,-0.41
0.778,0.023,-0.428
0.813,-0.014000000000000002,-0.41
0.794,-0.001,-0.447
0.787,0.015,-0.44800000000000006
0.761,-0.024,-0.413
0.78,-0.003,-0.405
0.7889999999999998,-0.033,-0.437
0.784,-0.053000000000000005,-0.41
0.831,-0.013,-0.443
0.765,-0.006,-0.455
0.795,-0.028000000000000004,-0.428
0.8179999999999998,0.004,-0.439
0.7889999999999998,-0.042,-0.413
0.8279999999999998,0.051,-0.438
0.8189999999999998,-0.008999999999999998,-0.4320000000000001
0.808,-0.045,-0.41
0.8009999999999998,-0.018,-0.41
0.792,0.017,-0.44800000000000006
0.788,-0.003,-0.428
0.795,-0.006,-0.414
0.823,-0.048,-0.428
0.806,-0.02,-0.42699999999999994
0.8009999999999998,-0.001,-0.438
0.773,-0.032,-0.43
0.788,-0.008999999999999998,-0.412
0.8439999999999999,-0.011,-0.42
0.838,-0.004,-0.412
0.745,0.006,-0.441
0.8329999999999999,-0.037,-0.452
0.8169999999999998,-0.049,-0.446
0.772,-0.01,-0.412
0.798,-0.05,-0.423
0.806,0.015,-0.443
0.8349999999999999,-0.053000000000000005,-0.389
0.822,-0.018,-0.417
0.806,-0.022,-0.394
0.786,-0.003,-0.428
0.7769999999999998,-0.016,-0.439
0.813,-0.022,-0.397
0.782,-0.047,-0.45
0.8489999999999999,-0.077,-0.43600000000000005
0.7809999999999998,-0.003,-0.43
0.768,-0.028000000000000004,-0.447
0.786,-0.032,-0.433
0.7849999999999998,-0.062,-0.429
0.807,-0.017,-0.425
0.787,-0.032,-0.44000000000000006
0.8029999999999998,0.032,-0.45
0.8019999999999998,-0.05500000000000001,-0.43600000000000005
0.78,-0.02,-0.412
0.77,-0.011,-0.455
0.807,-0.065,-0.449
0.767,-0.022,-0.425
0.744,0.0,-0.429
0.764,-0.023,-0.411
0.8409999999999999,0.003,-0.441
0.784,-0.011,-0.459
0.756,-0.017,-0.43099999999999994
0.788,0.007000000000000001,-0.439
0.7929999999999998,-0.015,-0.449
0.757,-0.035,-0.42
0.787,0.008999999999999998,-0.471
0.756,-0.027000000000000003,-0.408
0.805,-0.042,-0.42699999999999994
0.791,-0.027000000000000003,-0.424
0.8349999999999999,-0.011,-0.4320000000000001
0.8109999999999998,-0.024,-0.45
0.775,-0.03,-0.446
0.8249999999999998,-0.02,-0.414
0.787,-0.063,-0.474
0.8349999999999999,-0.017,-0.401
0.782,-0.003,-0.434
0.8359999999999999,-0.022,-0.416
0.782,-0.017,-0.424
0.814,-0.014000000000000002,-0.429
0.792,-0.04,-0.449
0.8029999999999998,-0.013,-0.445
0.784,0.017,-0.428
0.8179999999999998,-0.005,-0.408
0.764,0.008,-0.439
0.768,-0.07399999999999998,-0.412
0.7809999999999998,-0.044,-0.413
0.815,-0.012,-0.435
0.8199999999999998,-0.036,-0.435
0.8009999999999998,-0.07499999999999998,-0.422
0.758,0.045,-0.4
0.808,-0.057,-0.408
0.766,-0.024,-0.413
0.8249999999999998,-0.04,-0.426
0.79,-0.014000000000000002,-0.437
0.773,-0.031,-0.438
0.763,-0.047,-0.415
0.8029999999999998,-0.015,-0.45
0.753,-0.027000000000000003,-0.413
0.806,-0.034,-0.434
0.763,-0.001,-0.406
0.8189999999999998,-0.04,-0.442
0.798,-0.006,-0.447
0.7889999999999998,0.025,-0.402
0.8,-0.033,-0.422
0.832,-0.038,-0.372
0.8279999999999998,-0.029,-0.441
0.783,0.013,-0.392
0.7889999999999998,-0.042,-0.411
0.775,-0.008,-0.441
0.79,-0.019,-0.42
